"ASIN","Country Code","Product Title","Product Review URL","Review Rating","Review Date","Reviewer URL","Reviewer Name","Reviewer ID","Review Title","Review Text","Verified Review","Variation ASIN","Deleted","Style"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/R7U8WL0K7DI41","1.0","2019-06-08","https://www.amazon.in/gp/profile/amzn1.account.AHK63KXQZY56SWNR3QIENMQZ4FQA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","BulletGuru","AHK63KXQZY56SWNR3QIENMQZ4FQA","No happy with AMD","very bad speed","Yes","B07H38T3PG","Not Deleted","Ryzen 3"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/R1UDCIQPN9SPCK","1.0","2019-06-08","https://www.amazon.in/gp/profile/amzn1.account.AECF5M5TEPZHL66BNBTUSUD3P62Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8","Amazon Customer","AECF5M5TEPZHL66BNBTUSUD3P62Q","Worst product","Worst performance. When ever I open I got frustrated with the performance","Yes","B07H38T3PG","Not Deleted","Ryzen 3"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/RS6TSJMRQ4PNT","3.0","2019-06-07","https://www.amazon.in/gp/profile/amzn1.account.AGSEX4LSAAQZIEXU6VOUINZEVFCQ","TARUN KUMAR","AGSEX4LSAAQZIEXU6VOUINZEVFCQ","Charger Issue","Charger stops working within a month.","Yes","B07HM7GNSZ","Not Deleted","Ryzen 3 + MS Office"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/R3L7YIGH5UYF8I","5.0","2019-06-07","https://www.amazon.in/gp/profile/amzn1.account.AH72N7PASEIKMMWMO4NEZLSRDPHQ","Umesh Taying","AH72N7PASEIKMMWMO4NEZLSRDPHQ","Great!","Awesome for gaming in this price range, lovable..","Yes","B07HM7GNSZ","Not Deleted","Ryzen 3 + MS Office"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/R1K2OKJ5TKZNP0","1.0","2019-06-07","https://www.amazon.in/gp/profile/amzn1.account.AEPNYV6O5FZYFT6H2ONJJTMUDZEA","Golmei","AEPNYV6O5FZYFT6H2ONJJTMUDZEA","dont buy","Stop working after 4 days","Yes","B07H38T3PG","Not Deleted","Ryzen 3"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/R2FRC03BVQ20FR","4.0","2019-06-06","https://www.amazon.in/gp/profile/amzn1.account.AEFJQAKB3LOPUK4L4ESL2UT5PQXA","Sujal shaw","AEFJQAKB3LOPUK4L4ESL2UT5PQXA","Gaming","Awesome bro","No","B07FC6S8J7","Not Deleted","AMD E2"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/R3VSSTM335HATX","3.0","2019-06-06","https://www.amazon.in/gp/profile/amzn1.account.AFWTAYJB76MYPAQKCS72ACRP2AIA","Amazon Customer","AFWTAYJB76MYPAQKCS72ACRP2AIA","Some bad","Battery life some good","Yes","B07H38T3PG","Not Deleted","Ryzen 3"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/R23UDK77059XJU","4.0","2019-06-05","https://www.amazon.in/gp/profile/amzn1.account.AEML73ZTTA4TQBG425TXJG7QHWJA","YourPenDraw","AEML73ZTTA4TQBG425TXJG7QHWJA","Great price","Good value for money","Yes","B07FC6S8J7","Not Deleted","AMD E2"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/RKRDCAD18I9DB","1.0","2019-06-05","https://www.amazon.in/gp/profile/amzn1.account.AFLPC2JJKJZOSTTKCZZINXUWUMAA","Ashutosh","AFLPC2JJKJZOSTTKCZZINXUWUMAA","Worst laptop ever used.","E 2 processor are useless processor. Ultra slow. Very bad performance, heat's very quickly and hangs after heating. Worst shopping I have ever done. Should have gone to near my shop for performance test first.","No","B07FC6S8J7","Not Deleted","AMD E2"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/R3JHM9KC1KZXJF","2.0","2019-06-05","https://www.amazon.in/gp/profile/amzn1.account.AF2CFFTF4AN2MWMLKIVLYBAXURXQ","RISHIKANTA Singh","AF2CFFTF4AN2MWMLKIVLYBAXURXQ","Not so good at all as per their add given but ok for office work","Battery back up is not so good...
Processing speed is also not so good...
Intel core2duo is better in performance....
But for office work it is ok...","Yes","B07H38T3PG","Not Deleted","Ryzen 3"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/R166PK9EBRZAUX","1.0","2019-06-05","https://www.amazon.in/gp/profile/amzn1.account.AFNWWHD4IPYIA45AE43MC4PBYLRQ","Nirmalkumar Rakshe","AFNWWHD4IPYIA45AE43MC4PBYLRQ","Unfortunately, amazone or HP not taking note of it inspire of repeated communication and complain.","I am trying to start my new HP laptop delivered on 10th May, but failed. It was OK till yday evening. Urgent intervention needed.","Yes","B07FC6S8J7","Not Deleted","AMD E2"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/R252F8UN14UJWK","2.0","2019-06-04","https://www.amazon.in/gp/profile/amzn1.account.AGSISJIHYPPNTSUOTXYR3677HQOQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","S.K.GOPI","AGSISJIHYPPNTSUOTXYR3677HQOQ","Bios not working","Getting bios problem","Yes","B07HM7GNSZ","Not Deleted","Ryzen 3 + MS Office"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/R3CXI5A7Q3CTEU","4.0","2019-06-04","https://www.amazon.in/gp/profile/amzn1.account.AHIYFSFFFAQJSP7TBBLIXWYCE4SQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","Shanu.p.a","AHIYFSFFFAQJSP7TBBLIXWYCE4SQ","NICE ONE","No finger print other wise good laptop.","Yes","B07FC6S8J7","Not Deleted","AMD E2"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/R3LQYCN6EPLTE7","4.0","2019-06-04","https://www.amazon.in/gp/profile/amzn1.account.AGKSZ62ZWT25EJK6IZ3COWMAMVUA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","Srinu k","AGKSZ62ZWT25EJK6IZ3COWMAMVUA","Good product! Excellent product","Will be slow! Once I upgraded with WD  green SSD 240 GB and additional 8 Gb Ram,it started to respond fast and boot time has drastically reduced.
Cloned OS from HDD to SSD through acronics software..","Yes","B07H38T3PG","Not Deleted","Ryzen 3"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/R2V2H58RA2H5NS","5.0","2019-06-03","https://www.amazon.in/gp/profile/amzn1.account.AHZJQOMRQY4ZT6BI43EAV533IPOA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","Vikas S.","AHZJQOMRQY4ZT6BI43EAV533IPOA","It is better for me .I think my decision for hp 15 ryzen 3 is correct.","It is a nice product,and ryzen 3 is really better than intel core i3 7th generation with amd  vega 3 graphics . Battery is maximum run 4 hours on full charge with mild browsing.sound quality is slightly different but it's ok.display quality is also good.","Yes","B07H38T3PG","Not Deleted","Ryzen 3"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/R22AH6JZQH3BT6","4.0","2019-06-02","https://www.amazon.in/gp/profile/amzn1.account.AELELBXADMGXJGWXTWZJSYG2JO7A/ref=cm_cr_arp_d_gw_btm?ie=UTF8","Nadimpalli Prudhvi raju","AELELBXADMGXJGWXTWZJSYG2JO7A","Good product under the price","The working of the system is on the slower side but other than that everything is fine under this price.","Yes","B07FC6S8J7","Not Deleted","AMD E2"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/R2L12KGZWKPXC4","1.0","2019-06-01","https://www.amazon.in/gp/profile/amzn1.account.AFXCAQP33Z4Q5XGOQDQI6DFLKNKA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","Amazon Customer","AFXCAQP33Z4Q5XGOQDQI6DFLKNKA","Worst Product Ever from Amazon","Worst laptop ever I have seen in my life.Please don't buy it...When you right click and click NEW , it immediately hangs and then starts working after 10 - 15 mins............Very bad, on every aspect ,neither good for MS Office use nor for anything else.completely Useless laptop ...... And even Amazon refused to Return or replace the laptop......I have done everything like , updating drivers,Updating software,dial clean up,etc. That amazon agents told me but still this laptop is very slow. This laptop hangs 100 times in a day","Yes","B07FC6S8J7","Not Deleted","AMD E2"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/R3O0OJS2W5501V","3.0","2019-06-01","https://www.amazon.in/gp/profile/amzn1.account.AHUY7NLFRHBB4OQ6XAG5I2PFQPWQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","siddhant","AHUY7NLFRHBB4OQ6XAG5I2PFQPWQ","Slow booting but good for genral purpose.","Slow booting speed due to absence of ssd but good for gaming,editing and general purpose in this prize range but it could be more cheaper in this specification.","Yes","B07H38T3PG","Not Deleted","Ryzen 3"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/R2OVLHKJ697M02","4.0","2019-05-31","https://www.amazon.in/gp/profile/amzn1.account.AHGYWJPO5SRUJTQTPO47RCV2X77A/ref=cm_cr_arp_d_gw_btm?ie=UTF8","Santanu Jana","AHGYWJPO5SRUJTQTPO47RCV2X77A","Great","Great purchase in small budget","Yes","B07HM7GNSZ","Not Deleted","Ryzen 3 + MS Office"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/R1FH5V9P4LB7X9","1.0","2019-05-31","https://www.amazon.in/gp/profile/amzn1.account.AFZEWSUTUFPS2RPMYD6DKCMRH7UA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","Usha","AFZEWSUTUFPS2RPMYD6DKCMRH7UA","Worst product","very very very slow system. takes 10mins to start. excel files doesnt open at all. dont take this product","Yes","B07FC6S8J7","Not Deleted","AMD E2"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/RSKZ5FIUSVYOD","1.0","2019-05-30","https://www.amazon.in/gp/profile/amzn1.account.AFZ2SXNCRZABTCJ37GCSNZLOE7YA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","JEEVAGAN D","AFZ2SXNCRZABTCJ37GCSNZLOE7YA","Hanging lot","Very slow no responce after buying. am get old lap","Yes","B07FC6S8J7","Not Deleted","AMD E2"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/RSZFQAYJDJ8D9","3.0","2019-05-29","https://www.amazon.in/gp/profile/amzn1.account.AGYF3HVXPQQO4P2J5RKTZODGDOEQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","REJIN","AGYF3HVXPQQO4P2J5RKTZODGDOEQ","Laptop getting slow","I am using the laptop for last 6 months..now the laptop is getting slow.. please help me","Yes","B07H38T3PG","Not Deleted","Ryzen 3"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/R3OWGJYAES291G","3.0","2019-05-29","https://www.amazon.in/gp/profile/amzn1.account.AFSQLJ5B4VLOZKWZDAKTBE7PSENQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","Usman","AFSQLJ5B4VLOZKWZDAKTBE7PSENQ","Nice","Super","Yes","B07FC6S8J7","Not Deleted","AMD E2"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/R9WWXITMH5RF7","5.0","2019-05-29","https://www.amazon.in/gp/profile/amzn1.account.AFIKAUNB6KEUTKLL5LULM75YDUDA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","PEERALA","AFIKAUNB6KEUTKLL5LULM75YDUDA","Nice product","Exelent laptop .AMD technology is good","Yes","B07H38T3PG","Not Deleted","Ryzen 3"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/R2ZN9ZQZQGMELI","2.0","2019-05-29","https://www.amazon.in/gp/profile/amzn1.account.AHIFZVCPAA6YRNBCTXOMZWXXA43A/ref=cm_cr_arp_d_gw_btm?ie=UTF8","Manish babu","AHIFZVCPAA6YRNBCTXOMZWXXA43A","!!!DON'T BUY ANY HP PRODUCT!!!","i bought this laptop for my sis birthday,
before battery dead my experience with this laptop!!
1.AMD RYZEN 3 is good for light gaming, editing and for browsing,and watching movies or online shows.
2.BATTERY BACKUP:- if you are gaming give you 1 hour battery backup.document editing or video editing give you almost1:30 to 2 hr,and for browsing give you 3 to 4 hr and last watching online movies give you 4 hr,and watching downloaded movies gives to battery life of 5 hr.
!!BEWARE!! who is planning to buy this laptop after seeing 13 hour battery backup.
3:-DISPLAY is the main con of this laptop..ok ok type display,only hd(720p) in 2018.
4:-SOUND:- sound output of the machine is good but I'm using DFX ENHANCER,with DFX enhancer sound output is great.
5:- PERFORMANCE:-over all laptop performed well if you add m.2 ssd (I added samsung evo 860 evo) for better performance and more 4 GB or more ram(1 extra ram slot available).I added (8+8=16gb)crucial ram coz system supports dual channel ram.after upgrade laptop boot time is drastically reduced from 2 minute to 8 sec...GAMING experience with this laptop is good like PUBG,CS GO,FORTNITE,FARCRY,
BATTLEFIELD 1,ROCKET LEAGE,GTA 5,MORTAL COMBAT and more...overall 3.5 rating out of 5.
6:-PROBLEM:-within 5 month laptop battery dead, not charging,HP service also sucks!! complaint register on 10th May but still I'm waiting for technician...they are giving same excuse  same time..sir,your problem solved within 2 days but it's already passed more than two days...I already attached pics...so never recommending hp product to anyone else..they are not able to provide services in Hyderabad metro city.. don't buy any hp product... NEVER TRUST A GUY WHO IS TELLING HOW GOOD HP SERVICE....THIS IS EXAMPLE OF HP SERVICE..","Yes","B07H38T3PG","Not Deleted","Ryzen 3"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/RFE7LB7JUDTXF","4.0","2019-05-28","https://www.amazon.in/gp/profile/amzn1.account.AE6MSCNNPXUCBDIANWEUST3BTIDQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","Yogendra singh","AE6MSCNNPXUCBDIANWEUST3BTIDQ","Good for budget gaming","Good for budget gaming and office work ,also gives good fps in video editing powerful igpu value for money","Yes","B07H38T3PG","Not Deleted","Ryzen 3"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/R3MCB7CTA8GF4F","5.0","2019-05-28","https://www.amazon.in/gp/profile/amzn1.account.AGCHTZCD5Q76WLMACWE5UTMTTPUA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","shikha bishoyi","AGCHTZCD5Q76WLMACWE5UTMTTPUA","best laptop","satisfied always hp is best lapy thn others✌","Yes","B07FC6S8J7","Not Deleted","AMD E2"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/R2GZJZD1PHJXXK","1.0","2019-05-28","https://www.amazon.in/gp/profile/amzn1.account.AG6W2AYYBJTCZVDVPZ2WA4IB6YAA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","ajeet kumar","AG6W2AYYBJTCZVDVPZ2WA4IB6YAA","Koi mat kharido bhai bekar h","Very bad within one month display damaged. not working .not on","Yes","B07FC6S8J7","Not Deleted","AMD E2"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/R14LMYH6IFJ7TA","1.0","2019-05-27","https://www.amazon.in/gp/profile/amzn1.account.AFPFSIJWF4OEI2QYCEHEQYJVC5GA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","suraj p.","AFPFSIJWF4OEI2QYCEHEQYJVC5GA","Faltu Product","Battery backup is only 3 hour instead 13hr written in description. I complained many times but Amazon didn't exchange the product. It's not value for money. Boot time also too late. Don't go for this laptop. It's look and body is also too poor. I had brought in rs-24990 .","Yes","B07H38T3PG","Not Deleted","Ryzen 3"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/RNQQ2JIY4XC2H","1.0","2019-05-27","https://www.amazon.in/gp/profile/amzn1.account.AFYQE3V5NYC25AFSXM7OWXQOX2NA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","RISHI RAJ","AFYQE3V5NYC25AFSXM7OWXQOX2NA","Not a good experience","Very slow like not working at all.","Yes","B07FC6S8J7","Not Deleted","AMD E2"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/R2BSD491BTNQL5","4.0","2019-05-27","https://www.amazon.in/gp/profile/amzn1.account.AE5NGJBN5OVFP6DU7I7JN2MAZ7JQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","Peter","AE5NGJBN5OVFP6DU7I7JN2MAZ7JQ","Great savings and good product from HP","Good product at this price range. Good for daily official work.","Yes","B07FC6S8J7","Not Deleted","AMD E2"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/R3V42WOFQ1IY6V","5.0","2019-05-26","https://www.amazon.in/gp/profile/amzn1.account.AHZL3BJYFPEQM3XJ4WVE7Z3BTPPA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","Amazon Customer","AHZL3BJYFPEQM3XJ4WVE7Z3BTPPA","Best Product Within 30k","Amazing product at a reasonable price...ahead of all the other brands that are competing in 30,000 range...It has a crystal clear display...Battery backup is superb...looks are premium...quite ligtweight...and looks really slim...I'm impressed by this model of HP.","No","B07HM7GNSZ","Not Deleted","Ryzen 3 + MS Office"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/R7H1LE9TLLT5Q","1.0","2019-05-26","https://www.amazon.in/gp/profile/amzn1.account.AEFRYBAJJKSRMJRJUOMY4KS7UY2A/ref=cm_cr_arp_d_gw_btm?ie=UTF8","Kumar harsh gupta","AEFRYBAJJKSRMJRJUOMY4KS7UY2A","Worst product","Do not buy this laptop
Performance is slow
Not built for gaming
Processesing speed is low
It cannot handle gta vice City
Worst product","Yes","B07HM7GNSZ","Not Deleted","Ryzen 3 + MS Office"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/RT8PYORPX63WO","5.0","2019-05-25","https://www.amazon.in/gp/profile/amzn1.account.AH4T6HKJGJ2JU7VFSHCAVEFJWC7Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8","korn","AH4T6HKJGJ2JU7VFSHCAVEFJWC7Q","Superrrrr","Nice laptop","Yes","B07FC6S8J7","Not Deleted","AMD E2"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/R1RBZNE709A8ML","1.0","2019-05-25","https://www.amazon.in/gp/profile/amzn1.account.AEBHOFDJ56N6GVC6UX4T6WVRD3HA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","Arun","AEBHOFDJ56N6GVC6UX4T6WVRD3HA","This laptop is very slow","If you have lot of patience and time, go for this laptop. Its dead slow and hangs 8 out of 10 times and takes lot of time to open anything..  Just waste of money.","Yes","B07H38T3PG","Not Deleted","Ryzen 3"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/RS84F1BHF3GWU","1.0","2019-05-24","https://www.amazon.in/gp/profile/amzn1.account.AHQIBEJ2YWK2AOO6RZITQO2LBFDQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","Raghu Kumar","AHQIBEJ2YWK2AOO6RZITQO2LBFDQ","Raghu","Laptop is not  working exchange","Yes","B07FC6S8J7","Not Deleted","AMD E2"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/RT3SG2H5FWT46","5.0","2019-05-24","https://www.amazon.in/gp/profile/amzn1.account.AHEZOCUGPZLRQUXJWREVCKXGZXUA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","Yasir","AHEZOCUGPZLRQUXJWREVCKXGZXUA","Awesome laptop","Awesome laptop for all things. This is the complete package which we need in laptops.","Yes","B07HM7GNSZ","Not Deleted","Ryzen 3 + MS Office"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/R23Q6CH9BZK36R","5.0","2019-05-23","https://www.amazon.in/gp/profile/amzn1.account.AHLED7NOFGAQ4BGDEB5OUM2Y4EGA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","Rahul Verma","AHLED7NOFGAQ4BGDEB5OUM2Y4EGA","V gud","I like that product.....but i m disapointed bye their battery backup","Yes","B07H38T3PG","Not Deleted","Ryzen 3"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/RCKRW9CXTY904","1.0","2019-05-23","https://www.amazon.in/gp/profile/amzn1.account.AFTI3A3BO4VOCUASUX7NXWXAXU7A/ref=cm_cr_arp_d_gw_btm?ie=UTF8","Amit kumar","AFTI3A3BO4VOCUASUX7NXWXAXU7A","worst products","worst product","Yes","B07FC6S8J7","Not Deleted","AMD E2"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/R3GDCMQRTEM7IH","3.0","2019-05-22","https://www.amazon.in/gp/profile/amzn1.account.AEIT5O552VM6GIWY4UPAF6744FCQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","Akulsatheesan","AEIT5O552VM6GIWY4UPAF6744FCQ","Supper","Supper","Yes","B07H38T3PG","Not Deleted","Ryzen 3"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/R3OJXQMPUVPZF4","4.0","2019-05-21","https://www.amazon.in/gp/profile/amzn1.account.AGHVPVS6N6VO4V5X7AF3Y4WK6KGA/ref=cm_cr_arp_d_gw_btm?ie=UTF8","Om P.","AGHVPVS6N6VO4V5X7AF3Y4WK6KGA","Average laptop","It's battery power is the most and it's hanging problem I disliked the most . But overall for home daily use  I suggest that it's best laptop from my side.","Yes","B07H38T3PG","Not Deleted","Ryzen 3"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/R1EZLMI7CG0KN4","4.0","2019-05-20","https://www.amazon.in/gp/profile/amzn1.account.AF2HQJZNZQIYTFJTKMCJDBK4LU6Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8","Amazon Customer","AF2HQJZNZQIYTFJTKMCJDBK4LU6Q","Good product at this price","Good product at this price","Yes","B07H38T3PG","Not Deleted","Ryzen 3"
"B07H38T3PG","IN","HP 15 AMD Ryzen 3 15.6-inch Laptop (4GB/1TB HDD/Windows 10 Home/Sparkling Black/2.04 kg), dy0004AU","https://www.amazon.in/gp/review/R3KSJCPRI41ZQG","1.0","2019-05-16","https://www.amazon.in/gp/profile/amzn1.account.AH5VFI5JPP3OKEL32GUQZJ6VIQXQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8","imna","AH5VFI5JPP3OKEL32GUQZJ6VIQXQ","It was a loss to buy this laptop","13 hours backup battery is a lie cause right after fully charging it i took the charger out and within 5 minutes it went down to 90% and it keeps hanging","Yes","B07H38T3PG","Not Deleted","Ryzen 3"
